doctor_name,specialization,experience_years,clinic,city,rating,reviews_count,profile_url
Журба Виталия Сергеевна,Офтальмолог/ Окулист,,Офтальмологический центр ДОКТОРА КУРБАНОВА,Алматы,0,0,https://doctor.kz/doctors/780668841487069213
Рахманкулов Гавхар,Гематолог,,"Медицинский центр ""DAUMED""",Шымкент,0,0,https://doctor.kz/doctors/214047521698909341
Сармурзина Гульнур Хасановна,ЛОР/ Оториноларинголог • Сурдолог,,"ЛОР-клиника ""ЛОР-МЕДИУС""",Актау,0,0,https://doctor.kz/doctors/681744281523006911
Алдабергенова Орынша Танатаровна,ЛОР/ Оториноларинголог,,"ЛОР-клиника ""ЛОР-МЕДИУС""",Актау,0,0,https://doctor.kz/doctors/738882071523007846
Исабаева Эльмира Ешмуханбетовна,Стоматолог • Стоматолог-имплантолог,,"ПОЛИКЛИНИКА AQMED (8 мкр, 58)",Алматы,5,1,https://doctor.kz/doctors/791186831571713638
Абдыхалыкова Гулайым Абдыхалыкызы,Психиатр,,Кызылординский областной центр психического здоровья,Кызылорда,0,0,https://doctor.kz/doctors/150378621545903257
Сарсенбаева Патима Аубакировна,Психиатр,,Кызылординский областной центр психического здоровья,Кызылорда,0,0,https://doctor.kz/doctors/247563971545891077
Уразова Алма Кабланбековна,Психиатр,,Кызылординский областной центр психического здоровья,Кызылорда,0,0,https://doctor.kz/doctors/374917031545891362
Жакебаева Гулсим Назарбековна,Психиатр,,Кызылординский областной центр психического здоровья,Кызылорда,0,0,https://doctor.kz/doctors/686256271545903882
Искендирова Жанар Амандыковна,Лаборант,,Кызылординский областной центр психического здоровья,Кызылорда,0,0,https://doctor.kz/doctors/630708871545901985
Байекеева Лайля Журахановна,Психиатр,,Кызылординский областной центр психического здоровья,Кызылорда,0,0,https://doctor.kz/doctors/953635331545902576
Кукеева Раиса Муратовна,Невропатолог/ Невролог,,Кызылординский областной центр психического здоровья,Кызылорда,0,0,https://doctor.kz/doctors/982392561545895833
Мукашева Венера Алмабековна,Врач УЗИ,,"Медицинский центр ""АЙЯ""",Астана,0,0,https://doctor.kz/doctors/279312741677082139
Тауасаров Аидынгали Кумисбекович,Врач КТ • Врач МРТ,,"Медицинский центр ""DAUMED""",Шымкент,0,0,https://doctor.kz/doctors/379623091698826808
Плотникова Александра Васильевна,ЛОР/ Оториноларинголог,,"Медицинский центр ""A CLINIC""",Алматы,0,0,https://doctor.kz/doctors/388781661486536509
Еспанова Бахыт Дулатбаевна,Терапевт,,"Медицинский центр ""A CLINIC""",Алматы,0,0,https://doctor.kz/doctors/537701551523611878
Мусина Гульмира Сайлаубековна,Акушер-гинеколог • Гинеколог,,"TOO ""Alta life""",Алматы,5,3,https://doctor.kz/doctors/978627241481261021
Есенбулатова Алия Сагинтаевна,Аллерголог • Терапевт,,"Медицинский центр ""OPEN CLINIC""",Атырау,0,0,https://doctor.kz/doctors/502259651704356151
Султанкулова Лаура Кайратовна,Эндокринолог,,"Медицинский центр ""FAMILY CLINIC""",Талгар,0,0,https://doctor.kz/doctors/303601511720784386
Литвиненко Назира Ибрагимовна,Дерматовенеролог • Дерматокосметолог,,"Медицинский центр ""FAMILY CLINIC""",Талгар,0,0,https://doctor.kz/doctors/909143261541130838
Муслимова Татьяна Борисовна,Невропатолог детский,,"Медицинский центр ""FAMILY CLINIC""",Талгар,5,1,https://doctor.kz/doctors/394165111541069646
Бадалов Чингиз Ахматович,Хирург,,"Медицинский центр ""FAMILY CLINIC""",Алматы,0,0,https://doctor.kz/doctors/815869281528430546
Шормакова Улжан Ботановна,Врач общей практики (ВОП) • Нефролог • Педиатр,,"Медицинский центр ""FAMILY CLINIC""",Талгар,0,0,https://doctor.kz/doctors/553179871720785676
Набиева Ольга Васильевна,Гастроэнтеролог • Педиатр,,"Медицинский центр ""FAMILY CLINIC""",Талгар,0,0,https://doctor.kz/doctors/419334151541127892
Тетроева Диана Биналиевна,Терапевт,,"Медицинский центр ""FAMILY CLINIC""",Талгар,5,1,https://doctor.kz/doctors/23495561541066830
Раева Лаура Бекеновна,Ревматолог • Терапевт,,"Медицинский центр ""FAMILY CLINIC""",Талгар,5,1,https://doctor.kz/doctors/42556721549337643
Датхаева Жамиля Ибадуллаевна,Пульмонолог,,Городская клиническая больница №1,Алматы,0,0,https://doctor.kz/doctors/322138531698398507
Садуов Нурмухамед Ерланович,ЛОР/ Оториноларинголог,,"PRO-ЛОР, Лечебно-диагностический центр оториноларингологии",Алматы,0,0,https://doctor.kz/doctors/145770131660288314
Альмухамбетова Наиля Рифатовна,Офтальмолог/ Окулист,,Офтальмологический центр ДОКТОРА КУРБАНОВА,Алматы,5,1,https://doctor.kz/doctors/999594041487069108
Дуйсеков Куаныш Еркинович,ЛОР/ Оториноларинголог,,"Медицинский центр ЭМИРМЕД (г.Алматы, ул.Розыбакиева, 37в)",Алматы,0,0,https://doctor.kz/doctors/329031861660287897
Абдижамилов Бабур Мехманкулович,Врач КТ • Рентгенолог,,"Медицинский центр Эмирмед (г.Алматы, ул.Нусупбекова, 26/1)",Алматы,0,0,https://doctor.kz/doctors/75836791615871778
Куралбек Калижан Нуржанович,ЛОР/ Оториноларинголог,,"Медицинский центр Эмирмед (г.Алматы, ул.Манаса, 53А)",Алматы,0,0,https://doctor.kz/doctors/240700131692099056
Балкенова Аксулу Турганбаевна,Офтальмолог/ Окулист,,"Медицинский центр ""PREMIUM CLINIC"" на Дулати",Шымкент,0,0,https://doctor.kz/doctors/420831941701332278
Кайыпбек Гулзира Нурлановна,Пульмонолог,,Городская клиническая больница №1,Алматы,0,0,https://doctor.kz/doctors/537465641632977849
Кенжебаев Аскар Мельдебекович,Стоматолог • Стоматолог-терапевт • Стоматолог-хирург,,"Стоматологическая клиника ""КЛАССИК-АР""",Алматы,5,1,https://doctor.kz/doctors/452739541507715270
Тукабаева Жадра Кенжебековна,Врач общей практики (ВОП) • Терапевт,,"Медицинский центр Эмирмед (г.Алматы, ул.Нусупбекова, 26/1)",Алматы,0,0,https://doctor.kz/doctors/249083511733824967
Мехмонов Арман Викторович,ЛОР/ Оториноларинголог,,"Медицинский центр Эмирмед (г.Алматы, ул.Манаса, 53А)",Алматы,0,0,https://doctor.kz/doctors/682666701735368807
Жанаев Нурлан Серикович,ЛОР/ Оториноларинголог,,"ЛОР-центр ""АЙ-МЕДИКУС KIDS"" в мкр Достык",Алматы,0,0,https://doctor.kz/doctors/515414371501050423
